paleoData_pastName,paleoData_pastId,lipdName,synonym,paleoData_isAssemblage,paleoData_datum,paleoData_summaryStatistic,paleoData_measurementMaterial,paleoData_inferredMaterial,paleoData_method,paleoData_isPrimary,Freq,definition
,,needsToBeChanged,thisShouldntBeEmpty,,,,,,,,2,
,,needsToBeChanged,TS,,,,,,,,2,
,,needsToBeChanged,Unit,,,,,,,,2,
,,needsToBeChanged,unnamed,,,,,,,,2,
NA,,needsToBeChanged,BS,,,,,,,,1,
NA,,needsToBeChanged,BS_COMX,,,,,,,,1,
,,Inaperturate,Inaperturate,TRUE,,,,,,,1,
NA,,needsToBeChanged,BS_Landscape_Openness,,,,,,,,1,
NA,,needsToBeChanged,Di,,,,,,,,1,
NA,,needsToBeChanged,DryElements,,,,,,,,1,
NA,,needsToBeChanged,E2Hterr-2Haq,,,,,,,,1,
NA,,needsToBeChanged,Eaq-p,,,,,,,,1,
NA,,needsToBeChanged,eSEP_PLS_C2,,,,,,,,1,
NA,,needsToBeChanged,eSEP_WMAT,,,,,,,,1,
NA,,needsToBeChanged,HC/G,,,,,,,,1,
NA,,needsToBeChanged,HII (H-set),,,,,,,,1,
NA,,needsToBeChanged,HII (N-set),,,,,,,,1,
NA,,needsToBeChanged,HII std (H-set),,,,,,,,1,
NA,,needsToBeChanged,HII std (N-set),,,,,,,,1,
NA,,needsToBeChanged,HulunNuur,,,,,,,,1,
,,needsToBeChanged,-,,,,,,,,1,
,,pollenRatio,((( null ))) AC Ratio? /// pollenRatio,,,,,,,,1,
,,needsToBeChanged,100yrSum,,,,,,,,1,
,,Juyanze,Juyanze,TRUE,,,,,,,1,
,,needsToBeChanged,10YrRun.Avg.,,,,,,,,1,
,,needsToBeChanged,A odd (25-35),,,,,,,,1,
,,pollenRatio,A/C,,,,,,,,1,
,,pollenRatio,A/C Ratio,,,,,,,,1,
,,needsToBeChanged,Alkenones,,,,,,,,1,
,,needsToBeChanged,Analogues,,,,,,,,1,
,,needsToBeChanged,Analogues#,,,,,,,,1,
,,needsToBeChanged,bag,,,,,,,,1,
,,needsToBeChanged,Bag,,,,,,,,1,
,,needsToBeChanged,bagDepth,,,,,,,,1,
,,needsToBeChanged,benth,,,,,,,,1,
,,needsToBeChanged,Benthic,,,,,,,,1,
,,needsToBeChanged,Cal,,,,,,,,1,
,,needsToBeChanged,CAST1,,,,,,,,1,
,,needsToBeChanged,CAST2,,,,,,,,1,
,,needsToBeChanged,CMT_max,,,,,,,,1,
,,needsToBeChanged,CMT_min,,,,,,,,1,
,,needsToBeChanged,CMTmax,,,,,,,,1,
,,needsToBeChanged,CMTmin,,,,,,,,1,
,,needsToBeChanged,D,,,,,,,,1,
,,needsToBeChanged,d0x2800x2E10x29,,,,,,,,1,
,,needsToBeChanged,d0x2800x2E50x29,,,,,,,,1,
,,needsToBeChanged,d0x2800x2E90x29,,,,,,,,1,
,,needsToBeChanged,DEC,,,,,,,,1,
,,needsToBeChanged,dln,,,,,,,,1,
,,needsToBeChanged,Intv0x2E,,,,,,,,1,
,,needsToBeChanged,kyryr BP2,,,,,,,,1,
,,needsToBeChanged,log[EM3/(EM1+EM2)],,,,,,,,1,
,,needsToBeChanged,LORCA,,,,,,,,1,
,,needsToBeChanged,lower band,,,,,,,,1,
,,needsToBeChanged,LSR (cm/ky),,,,,,,,1,
,,needsToBeChanged,Lyc.added,,,,,,,,1,
,,needsToBeChanged,Mag0x2E,,,,,,,,1,
,,needsToBeChanged,Mark add,,,,,,,,1,
,,needsToBeChanged,Mark found,,,,,,,,1,
,,needsToBeChanged,Mean consensus,,,,,,,,1,
,,needsToBeChanged,Mean_anomaly,,,,,,,,1,
,,needsToBeChanged,mineral,,,,,,,,1,
,,needsToBeChanged,Minidiscus?,,,,,,,,1,
,,needsToBeChanged,Mode,,,,,,,,1,
,,needsToBeChanged,MoistElements,,,,,,,,1,
,,needsToBeChanged,MST,,,,,,,,1,
,,needsToBeChanged,n-Alkane,,,,,,,,1,
,,needsToBeChanged,NE.ars,,,,,,,,1,
,,needsToBeChanged,OEP,,,,,,,,1,
,,needsToBeChanged,s,,,,,,,,1,
,,needsToBeChanged,S52,,,,,,,,1,
,,needsToBeChanged,stage,,,,,,,,1,
,,needsToBeChanged,Taraxer-14-ene concentration,,,,,,,,1,
,,needsToBeChanged,TCT,,,,,,,,1,
,,needsToBeChanged,Th13C,,,,,,,,1,
,,needsToBeChanged,thin-mid,,,,,,,,1,
,,needsToBeChanged,TOTC,,,,,,,,1,
,,needsToBeChanged,Ts,,,,,,,,1,
,,needsToBeChanged,TSAR,,,,,,,,1,
,,needsToBeChanged,TT,,,,,,,,1,
,,needsToBeChanged,Water/relict ice age,,,,,,,,1,
,,needsToBeChanged,x00x2E020xB5m0x2D30x2E890xB5m,,,,,,,,1,
,,needsToBeChanged,x10000x2E010xB5m0x2D20000x2E000xB5m,,,,,,,,1,
,,needsToBeChanged,x1250x2E000xB5m0x2D2490x2E990xB5m,,,,,,,,1,
,,needsToBeChanged,x150x2E600xB5m0x2D300x2E990xB5m,,,,,,,,1,
,,needsToBeChanged,x2500x2E000xB5m0x2D4990x2E990xB5m,,,,,,,,1,
,,needsToBeChanged,x30x2E900xB5m0x2D70x2E790xB5m,,,,,,,,1,
,,needsToBeChanged,x310x2E000xB5m0x2D620x2E490xB5m,,,,,,,,1,
,,needsToBeChanged,x5000x2E000xB5m0x2D10000x2E000xB5m,,,,,,,,1,
,,needsToBeChanged,x620x2E500xB5m0x2D1240x2E990xB5m,,,,,,,,1,
,,needsToBeChanged,x70x2E800xB5m0x2D150x2E590xB5m,,,,,,,,1,
,,needsToBeChanged,drive-type,,,,,,,,1,
,,needsToBeChanged,EM1,,,,,,,,1,
,,needsToBeChanged,EM2,,,,,,,,1,
,,needsToBeChanged,EM3,,,,,,,,1,
,,needsToBeChanged,EMI,,,,,,,,1,
,,needsToBeChanged,IMI,,,,,,,,1,
,,needsToBeChanged,MG0,,,,,,,,1,
,,needsToBeChanged,MShellCrn,,,,,,,,1,
,,needsToBeChanged,Reconstructed,,,,,,,,1,
,,needsToBeChanged,thisShouldntBeEmpty1,,,,,,,,1,
,,needsToBeChanged,WACLS,,,,,,,,1,https://doi.org/10.1023/B:JOPL.0000042907.90500.5aa
,,needsToBeChanged,WACLS_total,,,sum,,,,,1,https://doi.org/10.1023/B:JOPL.0000042907.90500.5aa
,,needsToBeChanged,WAINV,,,,,,,,1,https://doi.org/10.1023/B:JOPL.0000042907.90500.5aa
,,Misodendron,Misodendron,TRUE,,,,,,,1,
,,needsToBeChanged,WAINV_total,,,sum,,,,,1,https://doi.org/10.1023/B:JOPL.0000042907.90500.5aa
,,needsToBeChanged,WAPLS-2,,,,,,,,1,https://doi.org/10.1023/B:JOPL.0000042907.90500.5aa
,,needsToBeChanged,U_xs,,,,,,,,1,
,,needsToBeSplitIntoMultipleColumns,depth-range,,,,,,,,3,
,,needsToBeSplitIntoMultipleColumns,depthRange,,,,,,,,3,
,,needsToBeSplitIntoMultipleColumns,depth_range,,,,,,,,1,
missing,missing,organicNitrogen,Norg,,,,,,,,1,
missing,missing,Picea/Artemisia,Picea/Artemesia,,,,,,,,2,
missing,missing,Picea/Artemisia,Picea/Artemisia,,,,,,,,8,
,,MytilocyprisPraenuncia,MytilocyprisPraenuncia,TRUE,,,,,,,1,
,,N_sicula,N_sicula,TRUE,,,,,,,1,
missing,missing,Picea/Pinus,Picea/Pinus,,,,,,,,10,
missing,missing,Pinus/Artemisia,Pinus/Artemisia,,,,,,,,8,
missing,missing,Poaceae/Ephedra,Poaceae/Ephedra,,,,,,,,1,
missing,missing,pollen,pollen,,,,,,,,,
missing,missing,R570/R630,R570_630,,,,,,,,2,
missing,missing,R650/R700,R650_700,,,,,,,,1,
missing,missing,RABD660670,R660_670,,,,,,,,2,
missing,missing,RABD660670,RABD660_670,,,,,,,,1,
missing,missing,RABD660670,RABD660;670 index,,,,,,,,1,
missing,missing,section,section,,,,,,,,3,
missing,missing,section,core_section,,,,,,,,2,
missing,missing,section,Section,,,,,,,,2,
missing,missing,section,section name,,,,,,,,1,
missing,missing,section,Sec label,,,,,,,,1,
,,NeedleleavedWoodyCover,NeedleavedWoodyCoverStdDev___,TRUE,1 sigma,,,,,,1,
,,NeedleleavedWoodyCover,NeedleleavedWoodyCover___,TRUE,,,,,,,1,
,,Neodenticula_seminae,Neodenticula_seminae,TRUE,,,,,,,1,
missing,missing,section,Section [#],,,,,,,,1,
,,Nitzschia_interruptestriata,Nitzschia_interruptestriata,TRUE,,,,,,,1,
missing,missing,section,Section #,,,,,,,,1,
dry sediment,1502,sedimentDry,mass dry >1mm,,,>1mm,,,weight,,1,
dry sediment,1502,sedimentDry,mass dry 106 to 1000 um,,,106 to 1000 um,,,weight,,1,
dry sediment,1502,sedimentDry,mass dry 63 to 106 um,,,63 to 106 um,,,weight,,1,
dry sediment,1502,sedimentDry,massDry,,,,,,weight,,1,
dry sediment,1502,sedimentDry,massDry_1mm,,,1mm,,,weight,,1,
dry sediment,1502,sedimentDry,dry sample mass,,,,,,weight,,1,
dry sediment,1502,sedimentDry,sedimentWeight,,,,,,wieght,,2,
missing,missing,section,Section number,,,,section,,,,1,
missing,missing,segmentLength,segment,,,mean,,,,,173,average segment length across multiple tree ring timeseries from a site
silicon,1649,Si,Si,,,,,,,,3,
silicon,1649,Si,SiProp,,,prop,,,,,2,
silicon,1649,Si,norm Silicon,,,,,,,,1,
silicon,1649,Si,Si peak area,,,,,,peak area,,1,
silicon,1649,Si,silicon,,,,,,,,1,
silicon/aluminum,3685,Si/Al,Si/Al,,,,,,,,1,
silicon/aluminum,3685,Si/Ti,norm Si/Ti,,,,,,,,1,
silicon/aluminum,3685,Si/Ti,Si/Ti,,,,,,,,1,
silt,1538,silt,silt,,,,,,,,2,
silt,1538,silt,Silt,,,,,,,,2,
,,O_pulchra_(med),O_pulchra_(med),TRUE,,,,,,,1,
,,O_pulchra_(small),O_pulchra_(small),TRUE,,,,,,,1,
,,O_pulchra_(thick),O_pulchra_(thick),TRUE,,,,,,,1,
silt,1538,silt,%_silt,,,percent,,,,,1,
silt,1538,silt,x_Silt,,,,,,,,1,
missing,missing,sequence,Pollen Sequence,,,,,,,,4,
,,Octactis_pulchra_(lrg),Octactis_pulchra_(lrg),TRUE,,,,,,,1,
missing,missing,site,LakeName,,,,,,,,1,
missing,missing,site,Site,,,,,,,,3,
,,Oliverid,Oliverid,TRUE,,,,,,,1,
missing,missing,site,CoreSite,,,,,,,,2,
missing,missing,site,siteName,,,,,,,,1,
missing,missing,site,SiteName,,,,,,,,1,
,,Other_planktic,Other_planktic,TRUE,,,,,,,1,
missing,missing,site,Drilling project,,,,,,,,1,
missing,missing,site,Region,,,,,,,,1,
,,P. nitidum,P. nitidum,TRUE,,,,,,,1,
missing,missing,site,site,,,,,,,,1,
missing,missing,site,site/hole,,,,,,,,1,
,,Paraclad,Paraclad,TRUE,,,,,,,1,
,,Paralia sulcata,Paralia sulcata,TRUE,,,,,,,1,
,,Paralia_sucata,Paralia_sucata,TRUE,,,,,,,1,
sulfate,1339,SO4,SO4__,,,,,,,,1,
sodium,920,sodium,Na,,,,,,,,6,
sodium,920,sodium,Na_,,,,,,,,1,
solar irradiance,4376,solarIrradiance,SunFrac,,,,,,fraction,,1,
strontium,290,Sr,Sr,,,,,,,,3,
strontium,290,Sr,ppm Sr,,,,,,,,1,
strontium,290,Sr,SR,,,,,,,,1,
,,Pentaneu,Pentaneu,TRUE,,,,,,,1,
,,Percent_fine_fraction,Percent_fine_fraction,TRUE,,,,,,,1,
,,PiceaCount,PiceaCount,TRUE,,,,,,,1,
,,PiceaPinus,PiceaPinus,TRUE,,,,,,,1,
,,Pine,Pine,TRUE,,,,,,,1,
,,Pinus/Artemesia,Pinus/Artemesia,TRUE,,,,,,,1,
,,Pinus/Artemesia,pinus/atremisia,TRUE,,,,,,,1,
,,PinusEdulisCount,PinusEdulisCount,TRUE,,,,,,,1,
,,PinusTotalCount,PinusTotalCount,TRUE,,,,,,,1,
strontium,290,Sr,Sr (ppm),,,,,,,,1,
strontium,290,Sr,Sr peak area,,,,,,peak area,,1,
strontium/calcium,3912,Sr/Ca,CDR3_SrCa,,,,,,CDR3,,1,
,,aquaticPollen,Pollen aquat,TRUE,,,,,,,1,
,,Pollen_conc,Pollen conc,TRUE,,,,,,,1,
,,Pollen_fern_spores,Pollen fern spores,TRUE,,,,,,,1,
,,Pollen_herbs,Pollen herbs,TRUE,,,,,,,1,
,,Pollen_indet,Pollen indet,TRUE,,,,,,,1,
,,pollen_sequence,pollen sequence,TRUE,,,,,,,1,
,,Pollen_sequence,Pollen sequence,TRUE,,,,,,,1,
,,Pollen_trees+shrubs,Pollen trees+shrubs,TRUE,,,,,,,1,
,,pollen_count,pollen_count,TRUE,,,,,,,1,
,,pollen_grains/gram,pollen_grains/gram,TRUE,,,,,,,1,
,,Pollen_spores_Total,Pollen_spores_Total___,TRUE,,,,,,,1,
,,PollenConc,PollenConc,TRUE,,,,,,,1,
,,pollenSum,pollenSum,TRUE,,,,,,,1,
strontium/calcium,3912,Sr/Ca,WR11_SrCa,,,,,,,,1,
strontium/calcium,3912,Sr/Ca,SrCa,,,,,,,,100,
strontium/calcium,3912,Sr/Ca,Sr/Ca,,,,,,,,33,
strontium/calcium,3912,Sr/Ca,log_SrCa,,,log,,,,,30,
strontium/calcium,3912,Sr/Ca,Sr_Ca,,,,,,,,30,
strontium/calcium,3912,Sr/Ca,SrCa_annual,,,annual,,,,,23,
missing,missing,siteCount,#ofSites,,,,,,,,2,
streamflow,1396,streamflow,discharge,,,,,,,,6,
streamflow,1396,streamflow,FebQ,,,,,,,,1,
streamflow,1396,streamflow,AprQ,,,,,April,,,1,
streamflow,1396,streamflow,AugQ,,,,,august,,,1,
streamflow,1396,streamflow,DecQ,,,,,december,,,1,
streamflow,1396,streamflow,JanQ,,,,,January,,,1,
streamflow,1396,streamflow,JulyQ,,,,,July,,,1,
streamflow,1396,streamflow,JuneQ,,,,,June,,,1,
streamflow,1396,streamflow,MarchQ,,,,,March,,,1,
streamflow,1396,streamflow,MayQ,,,,,May,,,1,
streamflow,1396,streamflow,NovQ,,,,,November,,,1,
streamflow,1396,streamflow,OctQ,,,,,October,,,1,
streamflow,1396,streamflow,SeptQ,,,,,September,,,1,
sulfate,794,sulfate,sulfate,,,,,,,,4,
sulfur,902,sulfur,S,,,,,,,,2,
sulfur,902,sulfur,Sulfur,,,,,,,,1,
sulfur,902,sulfur,Sulphur,,,,,,,,1,
sulfur/calcium,3441,S/Ca,S/Ca,,,,,,,,,
total dissolved solids,3911,TDS,TDS,,,,,,,,1,
temperature variable,4633,temperature,t-source,,,,,source,,,1,
temperature variable,4633,temperature,temperature,,,,,,,,22216,
temperature variable,4633,temperature,temperatureComposite,,,,,,composite,,211,
temperature variable,4633,temperature,nonReliabletemperature,,,,,,unreliable,,13,
temperature variable,4633,temperature,Temperature,,,,,,,,13,
temperature variable,4633,temperature,nonReliableTemperature,,,,,,unreliable,,7,
temperature variable,4633,temperature,deep.temp,,,,,deep water,,,4,
temperature variable,4633,temperature,T anomaly,,,anomaly,,,,,3,
temperature variable,4633,temperature,TETE,,,,,,summer air temperature,,3,
,,Procladi,Procladi,TRUE,,,,,,,1,
,,Psectroc,Psectroc,TRUE,,,,,,,1,
,,Pseudodi,Pseudodi,TRUE,,,,,,,1,
,,Pseudoeunotia_doliolus,Pseudoeunotia_doliolus,TRUE,,,,,,,1,
temperature variable,4633,temperature,TFEV,,,,,,February air temperature,,3,
temperature variable,4633,temperature,THIV,,,,,,winter air temperature,,3,
temperature variable,4633,temperature,JulTanom,,,July anomaly,,,,,2,
temperature variable,4633,temperature,JulTanomLoess,,,anomaly,,,Loess,,2,
temperature variable,4633,temperature,Pollen_T,,,,,,,,2,
temperature variable,4633,temperature,SST_from_Uk37,,,,,,,,2,
temperature variable,4633,temperature,Tanom,,,anomaly,,,,,2,
temperature variable,4633,temperature,SST-d18O,,,,,,,,2,
temperature variable,4633,temperature,APR,,,,,April,,,1,
temperature variable,4633,temperature,AUG,,,,,august,,,1,
temperature variable,4633,temperature,Feb,,,,,Feb,,,1,
temperature variable,4633,temperature,FRA06 Air Temperature,,,,,,,,1,
temperature variable,4633,temperature,Ice_core_C,,,,,,,,1,
temperature variable,4633,temperature,interpolatedTemperature,,,interpolated,,,,,1,
,,quercus_juniperus_cercocarpus,quercus_juniperus_cercocarpus,TRUE,,,,,,,1,
temperature variable,4633,temperature,Jan,,,,,December,,,1,
temperature variable,4633,temperature,JUL,,,,,July,,,1,
temperature variable,4633,temperature,JUN,,,,,June,,,1,
temperature variable,4633,temperature,MAAT,,,,,,,,1,
temperature variable,4633,temperature,MAT,,,,,,,,1,
temperature variable,4633,temperature,MAY,,,,,May,,,1,
temperature variable,4633,temperature,MeanT,,,average,,,,,1,
temperature variable,4633,temperature,MSAT,,,,,mean surface air temperature,,,1,
temperature variable,4633,temperature,MSAT Russell 2018,,,,,mean surface air temperature,,,1,
temperature variable,4633,temperature,nonReliableTemperature 1,,,,,,unreliable,,1,
temperature variable,4633,temperature,nonReliabletemperature 2,,,,,,unreliable,,1,
temperature variable,4633,temperature,nonReliableTemperature_1,,,,,,unreliable,,1,
temperature variable,4633,temperature,nonReliableTemperature_2,,,,,,unreliable,,1,
temperature variable,4633,temperature,nonReliableTemperature_3,,,,,,unreliable,,1,
,,ReticyprisHerbstii,ReticyprisHerbstii,TRUE,,,,,,,1,
,,ReticyprisSp,ReticyprisSp,TRUE,,,,,,,1,
temperature variable,4633,temperature,nonReliableTemperature_4,,,,,,unreliable,,1,
temperature variable,4633,temperature,NOV,,,,,,,,1,
,,Rhizosolenia,Rhizosolenia,TRUE,,,,,,,1,
,,Roperia_tesselata,Roperia tesselata,TRUE,,,,,,,1,
temperature variable,4633,temperature,OCT,,,,,Octover,,,1,
temperature variable,4633,temperature,PLS_C2_temp,,,,,,,,1,
temperature variable,4633,temperature,SBT,,,,,sea bottom,,,1,
temperature variable,4633,temperature,SEP,,,,,August,,,1,
temperature variable,4633,temperature,smoothedTemp,,,,,,,,1,
temperature variable,4633,temperature,soilTemp,,,,,,,,1,
temperature variable,4633,temperature,SST_amj,,,,,,,,1,
temperature variable,4633,temperature,SST_from_planktic0x2Ed18O,,,,,,,,1,
temperature variable,4633,temperature,SST_from_planktic0x2EMgCa,,,,,,,,1,
temperature variable,4633,temperature,SST_LDI,,,,,,,,1,
temperature variable,4633,temperature,subT,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom 10 CI,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom 25,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom 75,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom 90,,,,,,,,1,
,,Score_Steppe,Score_Steppe_,TRUE,,,,,,,1,
,,Score_Taiga,Score_Taiga_,TRUE,,,,,,,1,
,,Score_Tundra,Score_Tundra_,TRUE,,,,,,,1,
temperature variable,4633,temperature,Temp Anom Best,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom FOR15,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom FRA06,,,,,,,,1,
temperature variable,4633,temperature,Temp Anom FRA06-TR,,,,,,,,1,
temperature variable,4633,temperature,temp2,,,,,,,,1,
temperature variable,4633,temperature,temp2s,,,,,,,,1,
temperature variable,4633,temperature,tempAv0,,,,,,,,1,
temperature variable,4633,temperature,tempAv8,,,,,,,,1,
temperature variable,4633,temperature,temperature 1,,,,,,,,1,
temperature variable,4633,temperature,temperature 2,,,,,,,,1,
temperature variable,4633,temperature,temperature_1,,,,,,,,1,
temperature variable,4633,temperature,temperature_2,,,,,,,,1,
temperature variable,4633,temperature,temperature_3,,,,,,,,1,
,,Sergenti,Sergenti,TRUE,,,,,,,1,
temperature variable,4633,temperature,temperature_4,,,,,,,,1,
temperature variable,4633,temperature,temperaturer2,,,,,,,,1,
temperature variable,4633,temperature,tempK,,,,,,,,1,
temperature variable,4633,temperature,tempNoElevCorrection,,,,,,,,1,
temperature variable,4633,temperature,tempNoSourceCorrection,,,,,,,,1,
temperature variable,4633,temperature,tempPartialCorrect,,,,,,,,1,
temperature variable,4633,temperature,tempSmooth5,,,,,,,,1,
temperature variable,4633,temperature,SST,,,,,,,,,
temperature variable,4633,temperature,temp,,,,,,,,,
temperature variable,4633,temperature,Temp,,,,,,,,,
temperature variable,4633,temperature,Tsource,,,,,source,,,1,
tetraether index of 86 carbon atoms,1599,TEX86,TEX86,,,,,,,,39,
tetraether index of 86 carbon atoms,1599,TEX86,tex86l,,,,,,,,1,
thickness,3300,thickness,thickness,,,,,,,,79,
thickness,3300,thickness,thicknessComposite,,,composite,,,,,9,
thickness,3300,thickness,Samp thick,,,,,,,,1,
thickness,3300,thickness,sample_thickness,,,,,,,,1,
thickness,3300,thickness,Thickness,,,,,,,,1,
thickness,3300,thickness,Sample thickness,,,,,,,,1,
titanium,292,Ti,Ti,,,,,,,,14,
titanium,292,Ti,Ti peak area,,,,,,,,3,
titanium,292,Ti,TiProp,,,prop,,,,,2,
titanium,292,Ti,Tiash,,,,ash,,,,1,
titanium,292,Ti,Titanium,,,,,,,,1,
,,Stephanopyxis_spp.,Stephanopyxis spp.,TRUE,,,,,,,1,
,,Stephanopyxis_spp.,Stephanopyxis_spp.,TRUE,,,,,,,1,
,,Stictoch,Stictoch,TRUE,,,,,,,1,
titanium,292,Ti,% Ti,,,,,,,,1,
titanium,292,Ti,%Ti,,,,,,,,1,
titanium/aluminum,3687,Ti/Al,Ti/Al,,,,,,,,3,
titanium/calcium,2426,Ti/Ca,ln(Ti/Ca),,,ln,,,,,2,
titanium/calcium,2426,Ti/Ca,ln(ti/ca),,,ln,,,,,1,
titanium/calcium,2426,Ti/Ca,log(Ti/Ca),,,log,,,,,1,
inorganic carbon,996,TIC,% IC,,,,,,,,1,
inorganic carbon,996,TIC,TIC,,,,,,,,7,
,,T_mertensianna,T_mertensianna,TRUE,,,,,,,1,
,,T_oestrupii,T_oestrupii,TRUE,,,,,,,1,
,,T_pacifica,T_pacifica,TRUE,,,,,,,1,
,,T_spp,T_spp,TRUE,,,,,,,1,
titanium dioxide,1673,TiO2,TiO2,,,,,,,,1,
organic carbon,995,organicCarbon,TOC,,,,,,,,36,
organic carbon,995,organicCarbon,Corg,,,,,,,,2,
,,Tanytars,Tanytars,TRUE,,,,,,,1,
organic carbon,995,organicCarbon,% OC,,,percent,,,,,1,
organic carbon,995,organicCarbon,% Organic carbon,,,percent,,,,,1,
organic carbon,995,organicCarbon,OC-MAR (g),,,,,,MAR,,1,
organic carbon,995,organicCarbon,OC-MAR (mg),,,,,,MAR,,1,
organic carbon,995,organicCarbon,TOC_flux,,,,,,flux,,1,
organic carbon,995,organicCarbon,TOCmg,,,,,,,,1,
organic carbon,995,organicCarbon,Organic carbon concentration, ,,,,,,,1,
organic carbon,995,organicCarbon,Total Organic Carbon,,,,,,,,,
missing,missing,TOC/TN,TOC/TN,,,,,,,,1,
missing,missing,totalCarbon,TC,,,,,,,,4,
pollen,4549,totalPollen,TotalPollen,,,,pollen,,,,1,
pollen,4549,totalPollen,TreePollen,,,,tree polen,,,,1,
missing,missing,totalNitrogen,TN,,,,,,,,9,
alkenone unsaturation index Uk37,4027,Uk37,UK37-SFS Values,,,,,,,,1,
alkenone unsaturation index Uk37,4027,Uk37,Uk37,,,,,,,,191,
alkenone unsaturation index Uk37,4027,Uk37,UK37,,,,,,,,,
alkenone unsaturation index Uk37,4027,Uk37,sumUK37,,,sum,UK37,,,,1,
alkenone unsaturation index Uk37 prime,4028,Uk37',UK'37,,,,,,,,1,
unspecified margin of error,2196,uncertainty,C20 Total Unc,,,,C20,,,,1,
unspecified margin of error,2196,uncertainty,C22 Total Unc,,,,C22,,,,1,
unspecified margin of error,2196,uncertainty,C30 Total Unc,,,,C30,,,,1,
unspecified margin of error,2196,uncertainty,bubbleNumberDensityError,,,,bubbleNumberDensity,,,,1,
unspecified margin of error,2196,uncertainty,ageUncertainty,,,,,age,,,49,
unspecified margin of error,2196,uncertainty,Age_uncertainty,,,,,age,,,1,
unspecified margin of error,2196,uncertainty,"Age, uncertainty (±)",,,,,age,,,1,
unspecified margin of error,2196,uncertainty,ageError,,,,,age,,,1,
unspecified margin of error,2196,uncertainty,ageUncertaintyOther,,,,,age,,,1,
unspecified margin of error,2196,uncertainty,d13CPrecision,,,,d13C,,precision,,132,
unspecified margin of error,2196,uncertainty,d13CStandard,,,,d13C,,standard,,132,
unspecified margin of error,2196,uncertainty,d13C Error,,,,d13C,,,,1,
unspecified margin of error,2196,uncertainty,d13C std dev,,,,d13C,,,,1,
unspecified margin of error,2196,uncertainty,13CleafwaxC29-33err,,,,d13C,,,,1,
unspecified margin of error,2196,uncertainty,d13C_error,,,,d13C,,,,3,
unspecified margin of error,2196,uncertainty,d18OPrecision,,,,d18O carbonate,,precision,,256,
unspecified margin of error,2196,uncertainty,d18OStandard,,,,d18O carbonate,,standard,,256,
unspecified margin of error,2196,uncertainty,d18OPrecisionComposite,,,composite,d18O,,precision,,50,
unspecified margin of error,2196,uncertainty,d18OStandardComposite,,,composite,d18O,,standard,,50,
,,Thalassiosira spp.,Thalassiosira spp.,TRUE,,,,,,,1,
,,Thalassiosira_excentrica,Thalassiosira_excentrica,TRUE,,,,,,,1,
,,Thalassiothrix_longissima,Thalassiothrix_longissima,TRUE,,,,,,,1,
unspecified margin of error,2196,uncertainty,d18OUncertainty,,,,d18O,,,,8,
unspecified margin of error,2196,uncertainty,d18O_error,,,,d18O,,,,3,
,,Thronshrub,Thronshrub,TRUE,,,,,,,1,
unspecified margin of error,2196,uncertainty,d18O error,,,,d18O,,,,1,
unspecified margin of error,2196,uncertainty,d18O_Grass_leaf_error,,,,d18O,,,,1,
unspecified margin of error,2196,uncertainty,d18O_Sphagnum_error,,,,d18O,,,,1,
unspecified margin of error,2196,uncertainty,dDUncertainty,,,,d2H,,,,15,
unspecified margin of error,2196,uncertainty,dD error,,,,d2H,,,,1,
unspecified margin of error,2196,uncertainty,dD unc,,,,d2H,,,,1,
unspecified margin of error,2196,uncertainty,nC30_err,,,,d2H C30,,,,1,
unspecified margin of error,2196,uncertainty,d2HleafwaxC28err,,,,d2H,,,,1,
unspecified margin of error,2196,uncertainty,DMAR_error,,Flux,,dust,,,,2,
unspecified margin of error,2196,uncertainty,DMAR_uncertainty,,Flux,,dust,,,,1,
unspecified margin of error,2196,uncertainty,Epsilon C28-C22 uncertainty,,,,epsilonC28C22,,,,1,
unspecified margin of error,2196,uncertainty,Epsilon28-22uncertainty,,,,epsilonC28C22,,,,1,
unspecified margin of error,2196,uncertainty,Epsilon C28-C24 uncertainty,,,,epsilonC28C24,,,,1,
unspecified margin of error,2196,uncertainty,Epsilon Uncertainty,,,,epsilon,,,,1,
unspecified margin of error,2196,uncertainty,lakeAreaError,,,,,lakeArea,,,1,
unspecified margin of error,2196,uncertainty,lakeVolumeError,,,,,lakeVolume,,,1,
unspecified margin of error,2196,uncertainty,precipitationUncertainty,,,,,precipitation,,,12440,
unspecified margin of error,2196,uncertainty,Annual Precipitation Error,,,,,precipitation,,,1,
unspecified margin of error,2196,uncertainty,Summer Precipitation Error,,,,,precipitation,,,1,
unspecified margin of error,2196,uncertainty,Winter Precipitation error,,,,,precipitation,,,1,
unspecified margin of error,2196,uncertainty,SrCaUncertainty,,,,Sr/Ca,,,,6,
unspecified margin of error,2196,uncertainty,temperatureUncertainty,,,,,temperature,,,19904,
unspecified margin of error,2196,uncertainty,uncertainty.temperature,,,,,temperature,,,27,
unspecified margin of error,2196,uncertainty,uncertainty_temperature,,,,,temperature,,,6,
unspecified margin of error,2196,uncertainty,JAS_error,,,JAS,,temperature,,,2,
